label,description,tweets
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",RT @AbdugheniSabit: #Chinese in Korla have added jewelry with stars &amp; crescents to the list of things you can't wear in East #Turkistan htt…
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @RomainCaillet: La vidéo du débat @mediapart ""2016, la fin de l'Etat islamique ?"" avec @_DavidThomson et @PierrePuchot https://t.co/F6KQ…"
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",@KhateebDimashqi lol i had to look it up
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@fasabrun_jameel bonne idée , @PeigneACheveux  va tous nous payer le kebab + canette + dessert ."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@fiqhalwaqi des soldats irakiens sont aussi présent la vidéo complète dure environ 4 minutes ils tapent meme des selfie durant l’assassina
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@fasabrun_jameel @PeigneACheveux vazy prend les trois moi aussi je prend les trois, tkt il paye tout pour nous"
,"Servant of Allah, in need of Allah's mercy !!!","RT @Nidalgazaui: MUST SEE:

5 #Iraqi Soldiers blowed Up into Pieces while trying to Refuse an IED near #Ramadi. https://t.co/GTzwXlvjn1"
,"Servant of Allah, in need of Allah's mercy !!!",RT @Nidalgazaui: Aftermath of Regime Mortar Shelling on #Qamishlo. Killed a Number of Women and Children. https://t.co/3B8k4rEmNV
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",the sky in bexar county ☝️ https://t.co/ErBZDpCmwE
,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",☝🏻 https://t.co/dDIdJvdRYS
,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",RT @SabranYaNafsi: How can you expect guidance in a matter when you don't make Qiyamul layl &amp; beg Allah for it in the last 3rd of the night
,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",RT @sparksofirhabi5: Diagnosing the problem https://t.co/qRMUylVyJM
,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",RT @Maestrouzy: I think it's time we stop looking at people based on how much they can benefit us and start considering how much we can ben…
,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",RT @Alhamdhulillaah: The first thing you will be questioned about... https://t.co/Plkj70lIqd
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.","RT @Hasan6ali: Today, the coalition bombed a civilian home in Mosul, little children and their mom dead!
Victims not affiliated w IS"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",RT @Sheikh_AJ_Quote: #sheikhahmadjibril #ahmadjibril https://t.co/e5gN6lPOvv
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",@warrnews a boy of 12 who fought at the Battle of the Somme is youngest known British soldier to have served in the WW1..
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",@warrnews so why the prob with cubs training &amp; fighting? hypocritical world
,"Servant of Allah, in need of Allah's mercy !!!",What's kufr bit-Taghut? https://t.co/AlHLDOigSO
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East","#IS Repelled #SAA Assault on Sina'aa District in #DeirEzzor.
Days ago the #Syrian State Tv claimed that #SAA retook the Sin'aa District."
,we provide fresh news from every battlefield,"Qamishli

Frontlines map (pro-Kurdish, doesn't show Wasta Christian-controlled neighbourhood)

Hyperlinks to... https://t.co/6EHH8u5F1I"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @OlivierGuitta: #Laachraoui also""guarding""fgn hostages of #IslamicState in #Syria along #Jewish Museum #Brussels terrorist Nemmouche htt…"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @OlivierGuitta: After review of CCTV #Brussels Airport,#Abrini didn't blow himself up not bcs chickened out bt got separated from his ca…"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @OlivierGuitta: With the panic movement after 1st blast,#Abrini couldn't make it back to its cart so had to flee #Brussels Airport https…"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",RT @OlivierGuitta: Important reminder:3 #IslamicState terros #Brussels Airport had to leave 1/2of explosives home bcs their bags wouldn't f…
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","""Nigeria: Amnesty accuse l’armée d’avoir massacré 350 chiites""

https://t.co/t46xfnpl7i"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Amnesty International accuse v dans un rapport l’armée nigériane d’avoir tiré 350 chiite,  d’enterrer leurs corps de détruire les preuves. 1"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",L'organisation affirme que des femmes et des enfants sont présent parmi les morts. Le mouvement Islamique du Nigeria (chiite) est accusé  2
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","d'avoir tenté d’assassiner le chef de l'armée nigériane, le mouvement chiite avait déjà eu beaucoup de problème à cause de la volonté 3"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","de vouloir établir un ""état islamique iranien"". Pour Amesnty il n'y pas eu de tentative d'assassina et mouvement chiite nie aussi. 4"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Chose importante : “l’armée nigériane a brûlé vif plusieurs personnes, rasé des bâtiments et jeté les corps dans des fosses communes"" 5"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","En somme, article très intéressant qui montre clairement que l'armée nigériane est clairement impliqué dans plusieurs massacre de masse."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","""NIGERIA: MILITARY COVER-UP OF MASS SLAUGHTER AT ZARIA EXPOSED"" - 350 Shia killed by Nigerian army.

https://t.co/H687pttASB"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Hundreds of men, women and children have been killed by soldiers in Zaria, Nigerian army has also tried to cover-up her crimes in Zaria. 1"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Something important to notice : “The true horror of what happened over those two days in Zaria ... Some of the injured were burned alive,” 2"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","""Islamic Movement of Nigeria""(Shia) is accused to have tried to assassinate the chief of Nigerian army. Amesnty deny this version. 3"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","The IMN (Shia) is also accused to try to establish an ""islamic iranian state"" in the north of Nigeria. 4"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","To conclude, we can say that this report is extremely interesting because he show that nigerian army is clearly involved in mass crimes."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@Uncle_SamCoco The Shia movement deny also the version of the nigerian army.
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@Uncle_SamCoco Children were also killed by the nigerian army including children with school uniform .
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @abpnewstv: .@SriSri offers peace talks, #ISIS replies with beheaded man's photo
https://t.co/Mui25Pq1ba https://t.co/yvsjAscsRa"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",#LRT I tried to initiate peace talks with the ISIS(Islamic State of Iraq and Syria) recently but they sent me a photograph of a beheaded 1/2
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","body of a man. Thus, my effort for a peace dialogue with the ISIS ended,” he said.
“I think the ISIS does not want any peace talks,” 2/2"
,,https://t.co/fIJM4tQyA6
,,"The new oil order

An impetuous prince is rattling the Middle East, but may also bring bold reform

https://t.co/uqZ7K7yTD8"
,,https://t.co/GQiWvmhycf
,,https://t.co/StvQEDbwg4
,,https://t.co/ld911YIGEE
,,US-Turkey backed sahwat are selling US weapons on blackmarket after fleeing the fights against IS https://t.co/ilyFfBWUsT
,,https://t.co/S3Lw4Odd3K
,,https://t.co/ie69km8TXe
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",RT @vvanwilgenburg: Sort of a improvised map of the situation inside Qamislo #twitterkurds #syria #qamislo #qamishli #aleppo https://t.co/e…
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",#ISIS launched Assault on #SDF Positions near #Shadadhi City.
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",#ISIS Offensive right now South East #TalAbyad.
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",#SAA Advance Inside #Qamishli after Heavy Armed Tanks entered the City.
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",RT @VivaRevolt: YPG is preparing to storm Tayy Neighborhood and have has seized the syrian trading bank in the city
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Heavy clashes Reported between Syrian Army and #SDF in Western #Hasakah City.
,we provide fresh news from every battlefield,"Longest Range of Ballistic Missile in the World Successfully Tested By China
https://t.co/wg0sp2FlDT https://t.co/yU23osJ6Jd"
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Do you think that the Fight Between YPG and Assad is Just and play to get the #YPG inside the Genver negotiations?
,we provide fresh news from every battlefield,RT @Nidalgazaui: Do you think that the Fight Between YPG and Assad is Just and play to get the #YPG inside the Genver negotiations?
,,"#BREAKING 

#Queenat90 
#PrinceRIP 
#HappyBirthdayYourMajesty https://t.co/dhi0VtIyID"
,,"#BREAKING 
#is

#PrinceRIP 
#HappyBirthdayYourMajesty 
#bucciovertimechallenge 
#GLvSRH https://t.co/YQdyiaqukV"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",RT @NaziaAngel1993: But the media doesn't show this.. @ShkhRasheed @mubasherlucman  https://t.co/Dh2RLf4OkQ #PrayForSyria
,,Breaking! Dawlah takes control on Ja'una area in the Yarmouk Camp after the surrender of 9 from the al-Qaida fighters in the area.
,,https://t.co/pE26aZN4zE
,,"Pictures from the battles in Deir ez-Zour. Repelling an attack by Nusayris.

Full Album; https://t.co/7SELRvNyqV https://t.co/6bN9uP2PAm"
,,"Amaq, video: Footage of attack by Dawlah on rafidhi positions on the #Baiji - #Haditha Road

https://t.co/zLvJ3DrrN8 https://t.co/H70gBtAMeB"
,,RT @green_lemonnn: #Syria This rebel fires his newly delivered M249 SAW like there's no tomorrow. N. Aleppo https://t.co/wfS7S2gpDE https:/…
,,Breaking! Shuhada Yarmouk recaptures Sahem Dam after a surprise attack which killed many apostates sahwat.
,,"Pictures from battles in north Aleppo against VSO apostates

Full Album; https://t.co/PA0xqrAP7X https://t.co/0G4B4kaztF"
,,How a conversation between AQ &amp; Saudi loyalists looks like. https://t.co/0WD4Zw1lJu
,,"RT @MaghrebiWS1: Moroccan man was given a house by the Italian authorities after he gave away his ""radicalized"" brother to the police https…"
,,Inghimasi operation on rafidhi gathering &amp; barracks in the village Kharbardan in Makhmur area. https://t.co/C0KoovFWfZ
,,"Raid on the 28th battalion that belongs to the apostate Fajr Libya.
Huge ghanima
https://t.co/zQ5tAEzMfY https://t.co/pz42aQKjv9"
,,"Al Qaeda &amp; crusader former US ambassador celebrating the retreat of Dawlah in Derna, Libya together. https://t.co/eFdH5Dck0k"
,we provide fresh news from every battlefield,"RT @IsraelHatzolah: HEBRON: Two Hamas terror suspects involved in recent terror and violence, arrested overnight by Israeli forces, being i…"
,we provide fresh news from every battlefield,Huge Blast caused by #Hamas VBIED In #Gaza years ago. Killed dozens of IDF Soldiers. https://t.co/gswEZWNIKu
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",RT @Abduhark: It is surprising that YPG fanboys have not started to consider Assad regime as an agent of Erdogan
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Coincidence Qamishli events only started on the eve Geneva talks collapsed? #USA ordered YPG terrorists to permanently cleanse north #Syria
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",HUGE! #BreakingNews #ISIS has downed an Assad fighter jet in Damascus eastern countryside.. #Syria
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.","2/3 of #Syria has gone to both Kurdish/Alawites 'minorities'
The majority was left with 2 options:
Live in the desert OR in refugee camps.."
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh","@MuslimPrisoners i don't see ""Terrorist"" headline for him😕"
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",@abumentos No; it is not JAI who shot it down..
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@__alfresco__ @AbuBlock @WindOfVictories LOL
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",RT @RamiAlLolah: Coincidence Qamishli events only started on the eve Geneva talks collapsed? #USA ordered YPG terrorists to permanently cle…
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",RT @RamiAlLolah: HUGE! #BreakingNews #ISIS has downed an Assad fighter jet in Damascus eastern countryside.. #Syria
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",#Turkey's army artillery opened fire on #ISIS positions in several villages in northern Aleppo countryside.. #Syria
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","RT @MiddleEastMnt: #EndGazaSiege? In the last 500 days, #Rafah crossing was only opened 31 days | #Egypt https://t.co/oRj0LSYMry"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,RT @JettGoldsmith: American media just fundamentally doesn't understand that the vast majority of displaced Syrians come from regime airstr…
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@Abou_Naba_24 @Nassim886065021 difficile de savoir, soit ils sont des mito, soit ils sont con ( pas diféfrence netre JAN/EI) ou alors"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@Abou_Naba_24 @Nassim886065021 ils conservent leur vision à savoir ; tous les rebelles/jihadistes c'est la même chose peut importe le groupe
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",#AmaqAgency #Breaking 2 #IslamicState Martyrdom Bombers detonate their Jackets inside the Imam Ali Husayniyyah https://t.co/9TyRUzo4Ck
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@AlAanJaaAlQital Whats the context behind Saudi Arabia destroying the mosques near Mecca?
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East","Israeli Judge: Why you stabbed Soldiers with a knife? He replied : ""My financial situation is bad to buy me a gun https://t.co/Tv0EmbMbdx"
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",#AmaqAgency a Syrian warplane is shot down in eastern Damascus https://t.co/tpDBZ9sz1w
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,ISIS name a Mosque after Usama Bin Ladin trying to show that ISIS are a continuation of his ideology and methods: https://t.co/gwBL2KprKS
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",#AmaqAgency #IslamicState Fighters take Madaris St and 3 city blocks in Palestine Camp https://t.co/2yTIWXGx9t
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",RT @abdelovitch: Il y a deux types de mecs https://t.co/QS8gssRq0d
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Here we go

https://t.co/r20I6M1sB5"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,ISIS are now attacking and destroying Assad airplanes near Dumayr. These planes were left alone by Jaysh Al-Islam: https://t.co/5rcb0UVInX
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@OzWitness174 if they just use half, I'm sure no more drugs."
,we provide fresh news from every battlefield,"Israeli Judge to a Palestinan Boy: Why you stabbed Soldiers with a knife? He replied : ""My financial situation is... https://t.co/50eBnZusPu"
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.","#AmaqAgency #Breaking 5 al-Qaeda fighters surrender to #IslamicState Fighters in Palestine Camp in #Damascus, while 3 others were killed"
,,"#BREAKING 
#Bagdad 

#EarthDay 
#PrinceRIP 
#AppsforEarth https://t.co/YDjs2T1siZ"
,,#AmaqAgency #Breaking Syrian regime warplane shot down east of Mt. Dakwah in the eastern countryside of #Damascus.
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East","RT @ShamiRebel: April, 22, 2016

Innocent Syrian child killed by Russian airstrikes in Salahuddin #Aleppo

Will the 🌍 outrage again? https:…"
,,"#BREAKING 
#damascu

#AmericanGrit 
#Eurogroup 
#WarpedTourFake https://t.co/O2d22Rlb6D"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"According to #AmaqAgency, 5 Al-Qaeda (Jabhat Al-Nusra) fighters fled from their own side and joined ISIS in Palestine Camp, south Damasacus."
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh","@nikkijfox but when a lone (non religious) Arab kills, he always gets the ""terrorist"" title"
,,"#BREAKING 
#damascus 

#FridayFeeling https://t.co/z0IgMGsLtY"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",@UmmIs_Is @MuslimPrisoners Haqq ya ukt
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"PT: According to our sources in Damascus, Jabhat Al-Nusra confiscated all electronics from their fighters to stop them defecting to ISIS."
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",RT @UniteKurdistan: Pro-Rebel source: Kurdish Forces control the central district of Qamişlo (Wusta) after clashes with Assad's Militia htt…
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",#AmaqAgency Breaking 5 al-Qaeda fighters surrender to Islamic State forces in Palestine Camp in southern Damascus.
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,ISIS release report showing an attack on Heftars secularist militia and their Al-Qaeda allies (Abu Saleem Brigade): https://t.co/OxEO1ShVU8
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","This Israeli Soldier has executed an injured palestinian, look at how they are happy of what he has done.

https://t.co/Niwxfh41RW"
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",RT @worldonalert: #Qamishli: #YPG has cut the last supply road between the (#Assad regime) #NDF base in the north and the Airport in the so…
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@zidan44564531 Yes, but the important information here is that Heftar force have attacked MSMD which are their allie against IS before"
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.","RT @7layers_: 20 civilians killed in #Aleppo today by #Assad regime airstrikes, including Assad's favorite targets, children. https://t.co/…"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Derna residents accuse the Al-Qaeda and Libyan Gov Coalition which evicted ISIS from Derna of looting and theft: https://t.co/0m652ALZDn
,,"Breaking! Two Istishhadis detonates inside the Husayniya temple ""Imam Ali"" in al-Radwaniya south Baghdad. https://t.co/sCgDpvm6qS"
,,The reports were that 5 surrendered themselves &amp; 3 were killed in clashes in Palestine camp. https://t.co/g4BYt5nwE7
,,"Breaking! Turkish shelling targeting the villages Kafr Ghan, Sheikh Rih, Baragheda &amp; Tilalayn.

La3nat Allah ala VSO https://t.co/uEVJ2IXAoJ"
,,Breaking! Dawlah capture Madaris Street and 3 city blocks in Haifa Street in #Palestine Camp in southern #Damascus. https://t.co/fe1hUbdLXR
,,"BREAKING! A Nusayri warplane was shot down by Dawlah in the eastern countryside of Damascus!!

الله أعلى وأجل! https://t.co/DscVjizMOt"
,,"""kill the mushrikeen wherever you find them"" 9:5

You will not have any feeling of security ya rawafidh unless you make Tawbah."
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",RT @warrnews: Huge Blast caused by #Hamas VBIED In #Gaza years ago. Killed dozens of IDF Soldiers. https://t.co/gswEZWNIKu
,,"#EarthDay
#FridayFeeling
#PrinceGoneTooSoon
#AspenSecurity
#MySuccessSecrets
#ParisAgreement
Ross and Trick
Charlemagne
Birdman"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,American B-52 planes which bomb people in Mosul and Fallujah take off from US airbases in Qatar and Saudi Arabia: https://t.co/arORb2oraw
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"In Islamic theology, dreams with good premonitions are seen as glad tidings. ISIS supporters speak about one: https://t.co/3n95FiTZ1D"
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.","RT @AfricaACSS: #Burundi’s Catholic Church rejects government’s ‘terrorist’ label
https://t.co/FWZuFhyOxs"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@WarReporter1 This reminds me of the ""Angel"" allegedly seen on video picking up a dead civilian in Damascus. Its seen as signs of ""The Hour"""
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"Assad has killed over 500,000 civilians and yet some rebel groups still want a US-sponsored peace agreement with him https://t.co/jNTzdfsy1l"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,A picture of Ramadi after US and Saudi Arabian airstrikes helped Shia/Iranian militias drive ISIS out of the city: https://t.co/vU8vmHDQDe
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,The total costs for the US Military alone in fighting ISIS from August 2014 to April 2016 was almost $7 Billion: https://t.co/qTwrRfveDW
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@WarReporter1 This is the ""Mission Creep"" analysts spoke about. Obama originally budgeted $5 Billion and 2 years to defeat ISIS, but as 1/2"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@WarReporter1 2/2 events have shown, ISIS have proven to be far more resilient and better equipped to deal with the US military."
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@AbuToyota People spoke about this as the ""man"" moved through sniper fire and picked up the civilian with one hand: https://t.co/sly6JeI4BY"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@WarReporter1 Another point. The ""exhaustion"" strategy advocated by the original Al-Qaeda planners has weakened the US to the point 1/2"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@WarReporter1 2/2 where the US cannot engage in another massive war like the 2003 Iraqi War for a long time. See: https://t.co/1QRS3vD57T
,,#Amaq #AmaqNewsAgency #Amaqnews New App English---&gt; https://t.co/4d9e98y0wo
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.","RT @7layers_: Children are honest, they cannot fake a smile out of fear. https://t.co/dbHs0z3eI3"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"The #AmaqAgency release video of the Assad plane destroyed by ISIS in Dakwah, in the eastern countryside of Damascus https://t.co/OBimgIBVdK"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@InformedWitness True, but it has meant that there is no political appetite for a large-scale war yet, giving time for ISIS to strengthen."
,,Allahu Akbar! 2 truckloads of ammunition of apostate Kurds destroyed after detonating an explosive device yesterday. https://t.co/a6FKhOUsSi
,,"After being stepped on, dogs of Zawahiri reaches a new level of shamefulness. Sending women to do their job.

https://t.co/LGRNGbNDKC"
